Feature ID	Taxon	Strain	Confidence
77c52f56cf9c2efa2736bc5093653cc4	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Microbacterium		0.999999435
a9b947e2d508775cc74a7851e0ee5053	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__Gemmatimonas; s__uncultured_bacterium		0.835363455
3ef2bd5cd3b8e7027dcd29288aa7e30e	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Alcaligenaceae		0.993221244
e64d9df0edf619700fbef6e778d4e92f	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Alcaligenaceae		0.993795274
de41e5a3783c6bfdd33fa30858cbca1d	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Enterobacter		0.78146708
31cc6774afbb50d8a95f9e32fde218c5	Unassigned		0.993614959
31ab8aaedbddfb54e5fae17c8c4c1710	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium		0.999961901
67353beebaace147708cb33ea42b268a	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Subgroup_13; f__Subgroup_13; g__Subgroup_13; s__uncultured_Acidobacteria		0.825862755
1a5e4d57e2859fe81e02f91c83fca50e	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Weeksellaceae; g__Chryseobacterium		0.999393612
3013475746c31378e060ff0d25d71bb8	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Alcaligenaceae		0.999989413
5ca4081075345342241585eaa29fffb9	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Brevundimonas		0.999910398
022c95ff0fcb584a39fdb45edbfd7af1	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas		0.999818074
4af1d52f722b5957dffe9b1867b63cb4	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Weeksellaceae; g__Chryseobacterium		0.999275795
7d7e842a27041b6d0a76a1d443950633	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Weeksellaceae; g__Chryseobacterium		0.998121032
d4b71f26f87b895fe865135929b4f467	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__Corynebacterium_amycolatum		0.995886677
3aac2bea904e345db79ae739f98d1951	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Hydrogenophaga		0.831429806
c793896f435dd5198336eb9a6711bf53	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium		0.999977518
6c520d2a8ca81ccbf1c96ccd7906d4ad	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium		0.999988562
1723438e2cc1d9ba59ab5c70a64ddcb2	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium		0.999987549
8e4254add9daaa02a754c6634eff6715	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium		0.999991578
74a9cbfda5a1f2dfbe42ae5ec83e18b2	Unassigned		0.993630486
8a0e3c212bf705e4b6a6d22abd2c7d9b	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium		0.999977194
556173f1d163b3b156db5b672c562720	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas		0.99983912
d148a6808644609970858f4294aa37f5	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas		0.998624989
3d39450cd39d5f8dc14c99af1ceecf02	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Alloprevotella; s__uncultured_Bacteroidetes		0.758452558
62075aa9b022556e14b5f38c5297d19d	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium		0.999987987
1984ffaa2f803e7613fa8473adf75e8c	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Alcaligenaceae		0.993240266
60fb90f5ccf0b7c0038af405f332b915	d__Bacteria		1
326cb4bbd58ed5c04ad67c19ea0b3014	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales		0.999995157
8ecb28516678c41876cca8cfcc19372d	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium		0.909500309
466320c0da4a638964a66470bac41dd7	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium		0.999986218
aba7e07749f335a4e553145090409314	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Alcaligenaceae		0.990668835
0e51c42ad106092d64a93eaf34897354	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Alcaligenaceae		0.993321893
07d27b50c0fb9366fb9e9d588f666414	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium		0.99998016
6118130ebaf0fd73d1be2f7d5076911e	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Alcaligenaceae		0.99358874
61f12b83be3ef7f34bc40ed0034bb5dc	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Alcaligenaceae		0.999984287
8b102a616d0bfbfbf2a9ff41f44a0d01	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas		0.998345909
b55db545ecbd7a54984a0dff65b74eff	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium		0.999991378
782e9ce04b90adf859660333ae5b9225	Unassigned		0.955555346
a46d1efd14f7670b81ebf91385a8094f	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae		0.999999895
6b568e48db66567923e60e950043fbb4	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Alcaligenaceae		0.999769986
0f3bf79a6c6517dd2da47a892c154eb4	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium		0.999985949
d3d323729f0c206ec66bc5c15887f85b	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium		0.99998673
38044efa04eb6a24ac9d0417eeb37495	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas; s__uncultured_soil		0.95808113
6ab7a1c2cb0c57256f1e181dc10ad148	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Rhizobacter		0.953487915
717edaf0e3400364cbb6c19829725d92	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Weeksellaceae; g__Chryseobacterium		0.999978973
81d0720744dccce8445a47e19b7bba9d	Unassigned		0.976221616
8871e6d0e599f0147d866e414574ab07	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium		0.999990374
b3c6919a3cd874d366c47762d3b0c6e7	d__Bacteria		0.94767982
2f5c70c6d40b5799fe749ff420cd8f52	d__Bacteria		0.94856119
a1ff00e6c01feb96fe0111bb6fdf54af	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Alcaligenaceae		0.999984507
aa8328f1409fdbc93082aedc1cc7da79	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium		0.999989996
b3228e5907143ceb61445b6f7182f770	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas		0.999222614
85156c8df22dc3a57f3c1be128cd41d7	d__Bacteria		0.941178493
496c05614faf422c957588e4d005b8a2	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas		0.991923033
346e08b3aeee945b712813b4b30b6d56	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae		0.999954479
96312a230f846bdfa7dd501037f66efe	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium		0.999988262
4f79685dda58d65ff28574ef4afc8164	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium		0.999992202
0908bfb8b92270066da75679a66bd097	d__Bacteria		0.945127222
81bccc03efc4f7dcc18fd79e4807f232	d__Bacteria		0.946172252
9198f9d5d3775767d427af1a2d7c3e84	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae		0.999999947
908ae4b2eb0ed7cb64128a396103a4ee	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae		0.999999776
0fc0ce222e76ae027384f839985b65d1	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae		0.999999915
8692ce59a213521a67e6ca05b54f96ec	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Brevundimonas		0.999497781
8cbdcfed1c9fde17f8afb6d442c2f17b	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas		0.998414143
a5a35642d5a00c29ee74f509492868ee	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium		0.999986121
7916c3d1048a00ea9f9d2edb4f2d121d	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas		0.998854589
38f0e6287d3066fc2e9931bd408910b3	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae		0.999982175
3bffa0ce2b0d9bd5bab9e28aaa726f28	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas		0.998518796
c515403c7c7609f412aa5027ff24773b	d__Bacteria		1
8ed5b8bd1289a0e1e649657c23be8684	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium		0.999987996
5795fa452bd525118b804eff74b81e2f	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas		0.985820882
5802c66b7a77dd3f0fdec6351598a241	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Alcaligenaceae		0.912289859
f5e59a8bdb49fb404b691978713754ae	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Alcaligenaceae		0.991526297
ce3086726868dbfb0c4f14d31d6a20ac	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium		0.997902126
5c8e4acf66e5ed48eaeea8fb75c3a06b	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium		0.999984739
4442e883b2a138b5d23502b35e3ab105	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium		0.994367622
c7dd312ce991c561015cf205ec80d2ce	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae		0.99999839
1a024a5fa9e16ca4329a585b335921b0	Unassigned		0.971103155
c6a08159d485a642558c239a9ef94022	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium		0.999984577
